CreditSum;age;OrgStanding_N;kolichestvo_detej_mladshe_18;ConfirmedMonthlyIncome (Target)
550000.00;34;8.00;3;30627.93
219781.00;45;5.42;0;15289.71
373679.00;40;4.92;3;92224.00
289086.00;29;2.00;2;48944.00
50000.00;25;1.83;0;15856.79
500000.00;28;2.00;0;22674.24
350000.00;60;26.00;0;27948.46
270271.00;26;0.25;0;27814.82
150000.00;47;2.42;0;26212.53
132181.00;36;8.08;1;39962.00
150000.00;51;3.00;1;19625.18
56217.00;46;1.75;0;18296.99
150000.00;25;1.42;0;22182.44
285715.00;27;4.00;1;34082.25
200000.00;57;10.50;0;25946.56
300000.00;58;6.17;0;17400.00
91429.00;41;10.00;0;9544.67
154000.00;28;0.58;0;25230.00
220000.00;30;1.25;0;23258.22
549451.00;32;3.17;1;34800.00
450286.00;53;6.58;0;20881.00
53795.00;28;6.00;0;13360.01
265275.00;48;29.75;0;34229.08
150000.00;30;7.25;1;33930.00
134855.00;26;2.00;1;30027.04
422833.00;51;22.92;0;49213.36
571429.00;26;3.42;0;27399.86
36843.00;62;25.00;0;32065.24
241759.00;33;11.58;2;58474.35
120880.00;21;0.58;0;14974.46
500000.00;41;16.00;0;25374.74
500000.00;60;32.00;0;46983.83
549451.00;31;9.00;1;51077.67
494506.00;51;0.75;0;22312.60
400000.00;39;3.50;0;48892.73
100000.00;27;0.75;0;43636.68
494506.00;30;13.42;1;42266.35
355000.00;62;42.00;0;21914.00
538794.00;31;6.00;0;37565.40
341500.00;45;26.00;1;41180.38
450000.00;25;2.50;0;31402.62
500000.00;43;23.00;2;33658.35
317125.00;30;4.00;1;18193.35
20000.00;27;2.50;0;29731.38
500000.00;56;18.50;0;43931.13
60000.00;24;4.00;0;26965.69
274726.00;34;1.25;2;27872.47
360000.00;25;1.50;0;43888.01
510990.00;44;1.50;0;35935.07
126850.00;57;4.00;0;15912.45
130000.00;29;3.25;1;45306.42
384616.00;48;16.00;0;41681.75
106713.00;39;5.83;2;39369.40
329671.00;34;0.92;1;36829.96
109891.00;36;4.50;0;26152.20
107294.00;41;8.00;1;33131.20
84567.00;52;0.75;0;10443.11
500000.00;58;10.00;0;80466.38
500000.00;37;3.00;2;38658.95
164836.00;51;12.25;0;26812.67
52855.00;42;4.92;2;25887.57
160000.00;32;12.00;2;30998.37
159567.00;38;6.00;1;22472.46
211417.00;53;28.00;0;25309.55
500000.00;27;5.00;0;64185.86
494506.00;53;13.00;0;24360.00
50917.00;43;13.00;0;66653.73
50000.00;26;3.58;0;29082.26
500000.00;38;10.42;2;17759.32
219781.00;33;0.58;1;38873.91
300000.00;30;4.00;2;24047.62
500000.00;42;3.50;0;22593.21
342858.00;22;2.50;1;29186.69
200000.00;34;13.00;1;54081.27
300000.00;27;8.00;0;27346.54
220000.00;22;3.00;0;24763.23
500000.00;40;6.33;2;43486.31
61539.00;25;0.92;0;32803.37
992500.00;33;6.00;1;64409.00
436700.00;51;20.00;0;25477.00
3000000.00;40;5.42;2;236932.00
148572.00;22;0.83;0;23963.02
11000.00;21;0.33;0;16100.70
85211.00;24;1.92;0;39479.81
450000.00;46;17.00;0;32924.29
333334.00;23;1.33;0;21533.00
540541.00;42;6.17;0;77168.85
484000.00;29;7.00;1;22897.25
600000.00;63;23.00;1;276551.00
310000.00;44;11.42;0;32576.61
434286.00;30;1.00;0;40107.00
3000000.00;48;19.42;0;135720.00
324325.00;49;8.83;0;44176.19
170000.00;39;20.00;2;29622.02
285715.00;41;0.92;2;30040.09
229658.00;36;4.00;3;37923.34
342858.00;27;0.50;2;28491.82
500000.00;35;15.50;2;53999.33
760000.00;31;0.83;1;34982.00
500000.00;28;1.67;0;41786.00
500000.00;48;16.58;0;26352.23
342858.00;31;1.17;2;29400.56
378379.00;55;17.08;0;43092.12
350000.00;44;16.00;0;32677.13
326098.00;24;0.75;1;32246.96
432433.00;39;13.00;0;37261.93
97298.00;37;4.00;0;18410.85
500000.00;44;7.00;1;38301.21
207568.00;52;32.00;0;8207.75
105264.00;23;1.67;0;17859.76
454055.00;43;21.67;0;26627.29
271298.00;21;0.75;0;27022.78
100000.00;38;9.17;2;21906.23
471704.00;36;2.42;0;28488.55
500000.00;57;1.50;0;21750.00
1000000.00;38;10.00;0;69016.43
650000.00;34;10.00;2;94949.00
208125.00;33;5.00;1;31534.98
1000000.00;30;2.75;1;107567.86
53750.00;48;3.00;0;7324.53
320294.98;34;9.00;0;31059.93
88000.00;29;3.58;0;44449.62
813100.00;30;3.42;2;46269.47
484000.00;37;0.50;2;38442.48
800000.00;49;15.00;0;66540.38
511839.00;34;10.00;2;62893.21
500000.00;44;0.50;2;244277.90
573000.00;42;3.17;1;30506.24
453263.00;22;0.67;0;25295.52
175591.53;44;20.00;0;14152.91
527902.70;52;9.75;0;52200.00
600000.00;39;14.25;3;65944.25
436450.00;35;2.17;1;58072.50
562500.00;58;22.00;0;18771.75
52500.00;26;1.33;0;28452.87
175000.00;33;0.50;0;32625.00
321245.00;35;0.50;1;43469.20
1205731.33;42;0.75;2;160070.67
550000.00;33;10.67;0;59758.60
925265.29;44;25.00;2;52259.28
1175000.00;41;14.42;1;56550.00
380600.00;36;11.00;2;65193.11
590804.98;27;2.00;0;21719.30
50000.00;34;7.67;1;21889.00
700000.00;49;5.75;0;34621.00
500000.00;38;4.75;2;53972.68
480000.00;36;14.00;2;52335.29
1125000.00;50;6.42;0;78858.90
712000.00;25;4.50;0;29225.24
940000.00;30;4.92;0;34471.23
648000.00;45;3.42;2;51696.30
105790.00;48;25.00;1;18244.68
200000.00;22;4.50;0;11310.00
50000.00;29;4.00;0;16266.68
500000.00;53;16.00;0;42370.42
550000.00;29;0.25;1;22656.51
51354.00;44;26.00;0;18171.72
584047.47;33;11.00;2;55080.92
603000.00;40;10.00;1;37625.98
500000.00;45;12.00;0;22127.82
1000000.00;37;8.58;1;71293.60
86000.00;23;0.67;0;25220.53
519750.00;55;36.00;0;36219.12
315000.00;29;2.00;0;68860.57
50000.00;56;5.00;0;72000.00
675000.00;44;6.00;1;58059.79
600000.00;46;21.00;1;29442.16
123375.00;56;0.33;0;29706.00
250000.00;39;22.00;1;55087.68
461250.00;25;4.50;0;36101.56
669872.35;30;1.83;0;40301.12
500000.00;28;9.00;2;25253.19
362208.51;39;16.00;0;37645.77
500000.00;34;8.33;0;65843.18
675000.00;36;1.33;0;117549.53
100000.00;26;3.00;0;42944.73
564132.00;26;5.75;1;59970.19
450000.00;33;7.33;2;94937.00
567000.00;33;0.75;0;26100.00
504800.00;35;0.50;1;31933.79
337500.00;38;3.00;3;55310.00
268000.00;49;30.00;0;22781.38
100000.00;27;3.17;1;39966.49
376875.00;34;4.67;0;34800.00
500000.00;49;14.00;0;94273.58
450000.00;29;8.75;2;71810.98
558507.00;30;10.00;3;9060.02
215000.00;46;1.67;0;73950.00
275200.00;39;3.00;2;24616.74
100000.00;44;9.67;0;17078.57
500000.00;30;5.00;0;39650.71
562500.00;39;0.83;2;92619.02
610600.00;57;9.00;0;38933.91
270000.00;30;1.83;0;47850.00
363125.00;55;15.00;0;61900.77
31000.00;46;0.92;1;26988.47
100000.00;57;22.00;0;21453.00
250000.00;30;3.33;1;35674.25
650000.00;57;2.25;0;28188.00
63000.00;51;4.00;0;28583.20
102708.00;36;9.00;2;30363.50
50000.00;23;1.25;0;23057.41
1000000.00;29;4.00;0;48891.09
495000.00;38;15.33;1;154590.02
126900.00;33;7.00;1;26710.07
631000.00;34;4.33;1;39455.84
454500.00;55;5.00;0;20472.61
700000.00;36;10.00;0;44054.00
50000.00;35;1.50;1;31892.00
337500.00;53;1.00;0;21643.00
663750.00;29;4.75;0;44750.00
1175000.00;53;31.00;0;89844.96
506250.00;36;0.67;2;31003.62
899640.41;42;15.00;2;47492.16
166950.00;31;0.50;0;22175.48
138988.18;53;20.00;0;25119.35
480000.00;31;5.00;1;46657.86
300000.00;57;17.33;0;18163.43
403231.58;49;32.00;0;22547.01
31000.00;45;1.33;0;34309.47
236500.00;21;0.58;1;16811.84
420000.00;45;17.00;3;50351.39
343125.00;50;1.75;0;48941.50
270000.00;44;22.00;0;28522.67
641250.00;33;0.83;0;24360.00
170000.00;33;0.83;1;37000.00
500000.00;28;3.83;3;43500.00
300000.00;21;0.58;0;18282.64
1175000.00;27;1.67;0;34657.85
299250.00;23;3.58;0;36938.12
200000.00;55;0.75;0;15304.67
1000000.00;54;4.25;0;20459.97
800000.00;34;1.25;0;49812.02
612000.00;24;2.08;0;28652.69
1000000.00;52;2.42;0;49561.00
887812.00;49;1.25;0;50025.00
287391.66;29;1.58;0;29574.92
600000.00;47;30.00;0;26850.43
387145.00;54;3.00;0;38375.76
500000.00;51;31.17;0;24828.73
157500.00;23;0.50;0;19242.60
31000.00;24;1.58;1;11807.00
31000.00;22;1.25;0;26314.26
701000.00;24;1.00;0;37437.15
496000.00;36;13.00;2;52271.44
980000.00;31;1.08;2;107029.19
229500.00;55;36.00;0;19254.00
63000.00;45;22.00;1;20638.27
64500.00;34;9.00;2;42016.35
100000.00;47;0.33;1;18131.82
185625.00;26;7.00;1;42651.79
500000.00;53;29.00;0;32657.41
265625.00;43;15.00;2;22597.88
500000.00;45;25.00;2;116241.14
608000.00;25;3.50;0;30051.33
250000.00;28;7.00;2;55586.30
500000.00;33;2.50;0;45066.00
458955.00;46;10.08;0;39568.63
587500.00;31;3.33;1;70187.00
460990.80;54;7.50;0;26846.28
290250.00;24;3.00;0;25635.59
100000.00;35;11.50;2;41266.00
510000.00;39;0.67;0;31502.00
350000.00;47;28.00;0;21405.67
129000.00;51;11.00;1;33276.69
100000.00;31;8.92;0;77430.00
52844.00;53;1.00;1;22344.50
525375.00;58;5.83;0;17118.28
500000.00;25;2.67;0;28311.00
800000.00;35;2.17;2;45485.77
202500.00;21;0.75;0;16452.87
393750.00;24;5.00;0;42628.28
590625.00;48;24.00;1;30756.12
55000.00;42;12.00;0;18338.77
188125.00;57;7.00;0;51832.35
113950.00;43;1.33;1;24080.44
207471.00;45;20.00;0;44105.92
329437.43;34;2.33;3;63362.33
411250.00;51;17.00;0;48355.33
286875.00;25;3.00;0;36949.75
511875.00;51;15.00;0;31582.00
1000000.00;30;1.50;2;70103.42
1153472.03;55;1.25;1;22854.00
31000.00;26;2.42;1;13248.00
420000.00;21;2.00;0;24867.96
117770.68;52;0.67;0;8819.88
110725.00;38;15.00;1;44270.88
592941.50;45;10.25;0;37101.01
224550.00;34;12.67;2;41363.89
500000.00;39;9.33;2;56550.00
134041.53;30;4.00;0;25275.21
562500.00;30;4.50;1;47637.94
562500.00;52;0.50;0;39793.33
220375.00;41;0.58;1;33244.75
500000.00;21;0.75;0;26738.13
510000.00;39;0.83;2;31683.66
500000.00;26;2.67;0;31544.21
361900.00;26;2.58;0;35299.25
159324.00;33;11.00;0;21452.27
468200.00;62;2.25;0;45022.50
512000.00;56;35.00;0;36219.14
500000.00;29;4.25;0;58480.51
800000.00;28;7.00;1;23713.00
528750.00;23;4.00;0;35907.77
416250.00;28;7.00;1;38479.56
262000.00;21;2.50;0;24262.70
100000.00;29;2.42;0;123229.73
155625.00;22;1.25;0;24933.06
353000.00;37;5.00;2;13756.00
238500.00;44;0.50;0;26203.53
50000.00;45;4.92;1;41047.23
564132.00;32;8.00;2;19568.07
108575.00;51;14.00;0;22124.68
500000.00;45;3.17;1;24927.00
500000.00;49;7.58;2;14919.26
200000.00;21;0.67;1;43601.50
401625.00;23;1.67;0;31528.00
822500.00;51;1.00;0;36351.36
450000.00;48;3.00;0;37665.93
301450.00;31;7.00;1;28022.00
627300.00;44;2.33;0;67814.05
640000.00;58;16.00;0;38707.86
247500.00;27;1.00;0;40468.18
763700.00;36;4.50;1;73551.81
102708.00;35;1.83;3;17977.01
400000.00;22;3.00;0;28124.64
258750.00;23;3.00;0;57521.29
30000.00;26;0.83;0;25421.26
562500.00;22;1.50;0;43578.77
247600.00;32;0.50;2;25997.89
221045.00;24;5.00;1;45059.29
525000.00;53;1.00;0;147400.00
53750.00;44;10.00;0;10267.31
454500.00;55;20.00;0;48384.00
562500.00;40;10.58;3;59743.00
211000.00;26;2.25;0;20614.90
61625.00;42;17.00;2;117266.84
140655.80;42;4.00;1;53115.09
500000.00;57;3.50;0;36529.50
448313.00;25;0.75;0;40050.88
587500.00;24;1.33;1;21938.94
212000.00;26;0.75;1;27104.75
99158.91;52;9.00;2;45969.33
554450.00;58;38.00;0;55586.73
500000.00;35;16.00;2;45749.00
562500.00;36;9.50;3;47446.16
726000.00;46;16.00;1;23315.56
850000.00;57;31.00;0;58566.93
112500.00;55;20.00;0;27913.00
500000.00;26;1.92;0;42088.58
483000.00;42;18.00;0;7868.92
317873.67;47;0.58;0;14330.40
560000.00;40;6.00;2;10444.74
822500.00;32;2.75;2;78871.87
374649.00;23;3.58;0;41798.26
500000.00;27;5.75;1;47850.00
186929.00;45;4.00;0;37012.14
350000.00;53;5.00;0;25324.00
645000.00;54;17.00;0;60969.60
461250.00;22;1.17;0;22485.49
203000.00;51;2.25;0;17081.32
71896.00;52;18.75;0;24868.25
592389.42;28;5.00;1;26085.55
31000.00;35;7.17;1;66542.11
502891.08;35;18.25;1;48595.30
70000.00;34;0.67;1;27279.57
500000.00;21;1.42;0;22593.67
152750.00;24;4.00;0;19638.44
100000.00;26;6.00;0;52110.00
112500.00;32;4.83;1;40000.00
380000.00;29;7.00;1;36821.20
1000000.00;54;17.00;0;33983.27
497878.27;56;4.00;1;11624.59
600000.00;42;17.42;1;37365.01
73000.00;48;1.25;0;10272.00
562500.00;55;25.00;0;43215.98
565853.00;49;5.00;0;35729.22
579165.00;54;0.50;0;24581.33
612000.00;48;8.00;0;33321.08
228375.00;46;3.00;0;50662.95
270000.00;57;6.00;0;13889.43
300000.00;25;5.25;0;21338.78
800000.00;40;1.00;2;35615.70
949400.00;24;6.00;1;46429.22
31000.00;45;2.00;1;16078.27
488545.00;54;15.00;0;70973.47
31000.00;30;5.08;2;19392.34
300000.00;37;0.83;2;30192.27
253165.35;50;31.00;1;32183.74
109438.00;24;4.00;0;33019.93
100000.00;24;0.58;0;15000.00
500000.00;37;14.00;0;111454.07
100000.00;54;32.00;0;18074.27
1000000.00;57;4.00;0;22825.16
990000.00;47;6.00;0;38362.38
281650.00;40;8.00;2;42391.33
500000.00;44;1.33;2;50352.47
349904.46;47;5.75;0;27002.43
1413624.32;34;6.00;1;40613.62
31000.00;40;0.58;2;22662.65
31000.00;44;7.00;0;43739.00
600000.00;55;2.25;0;35329.44
650000.00;52;10.00;0;22404.86
500000.00;53;33.00;0;28783.72
55000.00;53;3.33;0;25000.00
500000.00;40;5.33;1;115710.00
553000.00;58;3.42;0;33559.81
55000.00;30;0.58;0;63129.19
50000.00;31;6.75;2;14685.80
138375.00;23;0.67;0;28226.67
478422.67;57;15.00;0;25031.80
1023750.00;44;9.00;1;143771.53
218400.00;53;36.00;0;36944.31
508000.00;34;2.50;2;45514.34
846563.00;61;6.50;0;24843.00
102708.00;26;1.83;0;28722.75
900000.00;28;1.08;0;28804.88
1000000.00;28;5.00;1;17582.00
70000.00;63;0.50;0;10880.52
900000.00;46;17.00;2;58946.26
300000.00;36;0.50;1;84483.33
500000.00;45;8.00;0;17460.00
640000.00;55;25.00;0;24863.21
31000.00;29;0.67;2;22335.47
675000.00;59;14.00;0;26370.68
650000.00;35;8.00;1;21566.22
82125.00;25;4.00;0;32703.88
31000.00;36;3.42;2;29178.12
329625.00;56;8.92;0;15477.00
360000.00;41;6.00;1;22051.06
106000.00;58;8.00;0;22778.89
651677.11;56;34.00;0;35442.17
260704.29;54;5.42;0;20160.00
150000.00;23;0.92;0;22581.80
765000.00;53;29.00;0;82171.72
226632.00;26;3.00;0;17304.78
343203.02;41;7.00;1;31654.96
322500.00;29;5.00;0;45063.86
537500.00;27;3.00;0;67674.33
500000.00;52;10.00;0;134882.45
1213050.20;25;2.08;0;63375.00
100000.00;48;5.00;0;21497.00
618750.00;28;0.92;0;43013.10
150000.00;56;1.00;0;41372.90
622688.00;58;0.58;0;31832.39
200000.00;36;1.83;1;52925.00
112500.00;35;17.00;2;39738.18
506000.00;37;4.17;1;58210.05
320000.00;41;3.00;0;27147.67
290000.00;26;2.42;0;35000.00
461250.00;38;11.00;1;31007.56
575000.00;52;16.00;0;36045.19
400000.00;36;3.08;0;52632.64
500000.00;23;0.33;0;20668.80
1125000.00;37;4.00;2;66971.63
144525.00;29;2.50;1;15809.64
168300.00;24;2.00;1;36132.30
618750.00;35;2.92;1;41443.38
333932.85;24;2.25;0;39490.75
305000.00;26;1.00;0;38913.54
755725.00;33;0.83;2;113506.00
242413.00;54;5.00;0;91671.94
424600.00;37;4.50;2;70000.00
731250.00;29;5.00;1;81213.17
31000.00;29;0.67;1;20588.27
281250.00;57;17.00;0;26931.89
300000.00;27;3.00;0;31236.70
218225.00;22;0.50;0;23995.12
204750.00;29;4.17;0;25610.00
376250.00;23;1.50;0;24222.64
798000.00;52;15.00;0;18899.89
296499.65;54;3.92;0;24750.05
31000.00;25;1.42;0;22968.00
202000.00;26;5.67;0;59067.44
65000.00;26;1.50;0;22161.00
305000.00;24;1.50;0;16909.70
506250.00;33;4.17;0;42080.60
108871.00;37;9.00;2;39933.37
132225.00;55;34.00;0;20950.00
75250.00;24;0.83;0;21750.00
100000.00;56;7.00;0;49581.34
400000.00;43;21.92;0;35003.77
822500.00;54;10.00;0;66001.14
100000.00;24;1.33;0;36599.31
500000.00;48;6.58;0;70000.00
500000.00;28;2.17;1;40716.00
176250.00;30;2.00;1;26786.62
212000.00;23;1.25;1;36140.14
500000.00;38;0.67;0;38100.00
158334.00;63;1.92;0;10898.48
170000.00;26;1.08;0;27362.20
109059.00;33;1.00;1;26685.27
31000.00;34;0.92;1;43900.00
31000.00;34;10.92;2;30320.77
100000.00;61;3.00;0;13603.01
491102.07;46;2.92;2;30667.46
31000.00;39;6.00;0;74221.97
250000.00;58;4.00;0;36530.16
500000.00;56;19.42;0;42154.00
121717.15;41;11.00;1;25336.56
645000.00;52;7.33;3;67795.48
500000.00;56;27.00;0;53200.00
450000.00;42;9.83;2;38666.02
50000.00;51;6.00;0;32811.60
300000.00;46;9.00;0;95058.98
161250.00;55;3.00;0;20782.62
500000.00;46;25.42;1;35981.97
51354.00;51;10.58;0;39305.10
631500.00;56;0.75;0;21331.61
724950.00;34;2.92;1;75301.08
100000.00;31;4.00;0;30302.20
500000.00;45;1.00;3;18967.61
400000.00;58;17.00;0;18281.72
596000.00;55;16.00;0;48388.71
94268.12;21;3.00;0;37696.50
299757.00;28;2.00;1;37466.39
64125.00;26;1.75;1;17092.61
200000.00;26;4.58;1;49842.59
2515200.00;40;2.08;3;166668.33
31000.00;42;0.25;0;10440.00
870000.00;57;10.00;0;39395.10
771100.00;47;0.75;0;35988.75
235000.00;45;7.00;0;54127.00
555000.00;60;20.00;0;22606.79
470000.00;34;15.00;1;37080.07
331313.00;52;2.00;0;20943.13
450000.00;47;0.42;1;47207.76
470000.00;37;6.00;0;24774.60
129000.00;52;18.00;0;26318.88
262500.00;32;1.17;0;43500.00
70000.00;59;6.00;0;8096.12
451632.00;55;28.00;0;34073.53
553000.00;40;3.00;2;58096.72
362000.00;26;1.92;0;30157.54
506250.00;23;1.00;0;26717.34
80625.00;25;1.00;1;14439.80
370000.00;26;0.83;1;35773.82
663750.00;45;13.17;3;44948.10
180000.00;42;1.58;1;21750.00
500000.00;31;2.25;2;60000.00
400000.00;56;40.00;0;31540.00
1000000.00;35;4.00;2;41519.81
1000000.00;38;18.92;1;61783.76
360000.00;37;2.17;0;53828.32
199688.00;23;3.00;0;33749.62
503000.00;49;23.00;0;24508.83
300000.00;34;3.00;1;52755.39
537500.00;54;5.75;0;39829.01
364695.51;55;18.00;0;27526.48
31000.00;31;11.50;0;16897.97
31000.00;26;2.75;0;47546.57
550000.00;57;36.75;0;33776.98
305784.00;32;3.42;1;59922.00
221595.00;23;1.00;0;15469.88
52980.00;51;27.00;0;30898.99
168000.00;22;0.67;0;23833.35
50000.00;50;30.50;0;28480.75
337500.00;51;34.00;0;27836.30
495072.63;43;1.00;2;37845.00
157500.00;28;1.58;0;31589.08
200000.00;46;4.58;0;25619.20
575000.00;40;22.00;0;54115.24
337500.00;38;5.00;1;34311.70
140000.00;52;26.00;0;20619.00
31000.00;31;1.42;1;18519.13
712000.00;36;6.83;1;51410.94
276700.95;53;5.25;0;24069.02
470000.00;56;16.50;1;184993.84
236500.00;27;0.75;0;37645.00
89204.00;21;1.08;0;23861.48
200000.00;23;0.58;0;11219.00
552000.00;40;11.00;2;53189.00
50000.00;44;7.00;1;18588.00
544390.11;24;2.00;0;20269.94
824850.00;28;4.17;0;40817.90
578115.80;45;9.08;1;21389.00
350000.00;47;22.00;0;34405.69
496000.00;49;15.00;0;19360.72
506250.00;24;2.33;0;34310.03
472500.00;62;24.33;0;43365.19
249750.00;24;2.17;1;40020.00
282882.00;24;1.50;0;42638.72
562500.00;51;2.75;0;68483.94
1967000.00;57;2.42;0;62640.00
35000.00;39;5.25;1;24155.00
75250.00;33;2.67;1;30952.58
1270000.00;29;5.00;1;65896.70
420750.00;47;13.00;1;73225.00
386045.00;28;5.00;1;67517.13
460788.00;51;0.42;0;11533.16
31000.00;27;6.25;0;33659.71
900000.00;35;3.67;1;63089.55
168750.00;26;2.00;0;42904.41
563569.00;47;25.00;1;43402.82
411250.00;49;0.58;0;70000.00
450000.00;48;19.00;0;45387.93
52844.00;24;2.92;0;31015.38
52500.00;48;3.00;0;30450.00
182750.00;28;1.33;0;19750.00
562500.00;37;12.00;1;40516.40
1000000.00;23;4.33;0;49903.88
1175000.00;43;2.25;1;99461.96
337500.00;49;5.17;0;24555.75
452000.00;43;1.25;0;8707.91
150000.00;32;5.17;2;32394.18
500000.00;32;13.67;2;28822.80
600000.00;59;3.00;0;20767.44
1000000.00;56;16.83;0;45879.12
337500.00;22;1.00;0;34667.59
490000.00;36;14.00;1;43977.72
1000000.00;33;9.83;2;66372.34
1000000.00;53;34.42;1;16506.73
600000.00;45;11.00;0;130082.29
562500.00;44;0.67;0;46697.25
188007.76;39;4.00;1;20323.80
213750.00;31;3.50;2;37971.08
600000.00;50;25.00;1;56681.33
216022.00;54;36.00;1;33353.11
600000.00;30;8.33;0;58309.79
168750.00;50;31.00;0;26679.57
517500.00;30;2.00;0;39088.33
393750.00;30;9.25;1;32943.98
54548.00;28;0.67;1;35982.77
500000.00;27;2.08;1;36640.17
268750.00;54;1.33;1;40894.96
218225.00;21;3.00;0;21377.55
31000.00;44;0.92;2;130645.33
150000.00;61;3.00;0;12232.66
450000.00;29;4.92;2;41925.69
215000.00;38;7.25;0;27205.83
200000.00;27;2.00;0;40890.00
500000.00;25;1.08;0;82005.82
651109.92;51;32.25;0;17239.59
105998.00;55;8.00;0;25332.18
620000.00;24;2.50;0;26079.57
850000.00;40;16.00;1;78264.31
1000000.00;33;5.08;0;37932.00
556496.73;44;0.75;1;37346.13
467777.00;22;3.00;0;18259.78
133334.00;29;0.50;0;26586.59
563569.00;45;3.50;1;59160.60
342707.29;50;18.00;0;25683.50
560000.00;31;4.08;1;178254.97
430000.00;54;12.58;0;18903.99
281250.00;21;1.08;0;20508.28
368456.96;49;0.75;0;36540.00
345951.41;36;1.00;0;60030.00
500000.00;39;10.00;2;29110.12
52500.00;27;6.00;0;23182.00
150000.00;57;36.00;0;22852.41
113493.00;54;9.00;0;35727.57
450000.00;22;1.83;0;35525.00
54548.00;57;8.00;0;19544.57
370465.58;57;4.08;0;8562.18
628875.00;55;1.00;1;32883.69
579375.00;45;28.00;1;35438.28
600000.00;34;12.00;2;107671.19
600000.00;36;7.00;3;175082.50
100000.00;48;4.33;0;25223.08
500000.00;46;6.58;2;200618.00
500000.00;47;20.50;0;21638.70
31000.00;25;3.50;0;36927.47
282882.00;59;0.67;0;15486.33
528750.00;56;0.50;1;12330.31
200000.00;52;0.83;0;20010.00
300000.00;56;37.00;0;18503.21
270000.00;23;1.75;0;41940.64
500000.00;35;0.75;2;53163.00
363364.29;40;4.50;0;49058.39
54772.00;40;21.50;1;34142.02
600000.00;32;1.75;2;32428.53
1000000.00;45;1.33;1;55678.78
70000.00;28;2.67;0;27796.50
200000.00;20;0.50;0;14865.56
31000.00;41;13.00;2;54356.63
562500.00;51;4.00;0;39957.47
31000.00;41;3.33;1;10589.73
100000.00;25;1.25;2;16598.43
340875.00;28;1.50;1;36620.78
490000.00;34;1.00;1;44727.02
31000.00;31;2.00;2;37422.18
940000.00;25;4.00;0;21701.00
400000.00;47;16.00;1;37175.06
350000.00;47;22.00;0;30662.03
100000.00;22;0.83;0;14470.05
1000000.00;45;20.00;3;131850.32
565257.00;32;1.50;1;50112.28
810000.00;39;17.00;2;53537.00
700000.00;58;22.17;0;109763.37
528750.00;29;10.00;1;66885.70
500000.00;59;0.83;0;33293.29
108150.00;51;5.00;0;27800.14
430257.00;32;1.67;1;46159.33
461250.00;51;5.42;0;28358.06
209166.00;63;43.00;0;30554.60
958000.00;30;8.00;0;45001.00
100000.00;42;23.00;1;45377.00
128600.00;46;7.00;0;17089.42
330750.00;41;1.00;1;33015.13
228572.00;28;3.00;0;17633.59
943069.50;52;2.50;0;38502.68
281250.00;24;1.25;0;28987.24
1000000.00;46;11.00;0;50947.60
208000.00;34;7.83;2;7644.22
31000.00;57;0.67;1;13165.53
900000.00;49;28.00;0;61063.00
558659.47;34;15.58;2;34161.47
500000.00;60;16.00;0;22809.13
600000.00;26;10.00;3;37028.68
315000.00;24;3.17;1;49088.37
403312.34;56;22.00;0;18506.79
206600.00;42;9.00;1;36420.22
537500.00;43;7.83;1;38555.78
135000.00;29;0.58;0;12758.99
315000.00;45;3.17;0;73080.00
300000.00;28;4.00;1;39291.89
450000.00;41;2.00;2;66100.00
742858.00;47;0.75;0;29512.50
709950.00;55;25.00;0;21168.84
350000.00;50;4.00;1;30524.24
967500.00;39;4.08;4;127271.20
400000.00;25;0.67;0;28531.46
180000.00;44;5.00;2;43500.00
500000.00;49;2.33;0;40115.97
731250.00;56;36.00;0;11156.40
507595.00;32;1.50;0;32495.49
378884.00;31;1.17;0;48519.54
562500.00;51;9.00;0;46012.87
50000.00;37;7.00;0;30452.58
213129.00;41;2.83;0;28565.00
677250.00;25;6.00;0;30255.12
107500.00;38;7.00;1;26630.75
787500.00;38;0.75;0;43500.00
587500.00;29;0.67;2;40964.20
247250.00;29;1.17;0;33979.17
50000.00;22;3.83;0;53698.39
337500.00;48;28.00;0;45045.62
353000.00;39;7.00;1;18107.21
675000.00;53;29.17;0;29136.45
900000.00;31;10.00;3;40500.97
1400000.00;28;1.67;0;99830.84
300000.00;58;1.17;0;60610.00
564694.00;23;0.50;0;33544.00
405000.00;26;5.17;1;27104.42
267779.20;36;10.00;2;7580.94
215000.00;34;0.92;0;33050.00
598000.00;54;14.00;0;29987.11
400000.00;53;1.08;0;16489.06
73500.00;30;5.00;0;45554.62
1000000.00;50;14.00;0;91000.00
200000.00;52;15.00;0;26833.00
87559.00;54;29.00;0;43250.01
537500.00;36;10.50;3;126145.59
337500.00;54;13.00;0;35139.88
31000.00;56;3.25;0;19934.21
280000.00;56;0.75;0;30000.00
52500.00;33;9.00;1;34068.46
250000.00;44;25.00;0;30338.22
1150000.00;39;15.00;1;46651.33
150000.00;34;7.83;0;60673.21
350000.00;32;12.67;0;40911.46
300000.00;60;18.00;0;14803.00
1000000.00;30;1.42;1;50025.00
500000.00;48;1.42;0;63399.08
571429.00;36;5.50;4;6650.97
130000.00;31;9.25;0;24321.93
91300.00;26;1.58;0;43959.12
77813.00;63;32.00;0;28228.00
700000.00;32;1.75;2;50531.57
562500.00;42;2.58;0;39624.46
343125.00;53;4.67;0;56594.66
500000.00;31;3.00;2;72287.00
